"sha256:f18b02b14138b6f9808f9843cc645e2edd64b02ca1c87e671355f56d1b4b5ec6
",dh157_research_images_dec_2022_circleci_mysql-8_0_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:2c7e7ab2260a4a82502119b16f69d58fbcb7b561435a8a86013226505809d550
",dh157_research_images_dec_2022_circleci_node-16_13_1,dh157_research_images_dec_2022_circleci_openjdk-17-buster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:9321ff862abbe8e1532076e5fdc932371eff562334ac86984a836d77dfb717f5
",dh157_research_images_dec_2022_circleci_php-7_4_27,dh157_research_images_dec_2022_circleci_postgres-13_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:7d0ebbe3f5d26c1b5ec4d5dbb6fe3205d7061f9735080b0162d550530328abd6
",dh157_research_images_dec_2022_circleci_redis-7_0-rc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:d0f104dc0a1f9c744b65b23b3fd4d4d3236b4656e67f776fe13f8ad8423b955c
",dh157_research_images_dec_2022_datadog_docker-dd-agent-12_9_5328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:01cfe96d7b98619172a3dc856a314498e2b80162ece4f1a8260178e7f5a8bad7
",dh157_research_images_dec_2022_debian-stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:cb60fb9b862c6a89f92e484bc3b72bbc0352b41166df5c4a68bfb52f52504a7d
",dh157_research_images_dec_2022_fluent_fluent-bit-2_0_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:a12586ed027fafddcddcc63b31671f406c25e43342479fc92a330e7e30d65f2e
",dh157_research_images_dec_2022_fluent_fluentd-kubernetes-daemonset-v1_15-debian-elasticsearch7-1,dh157_research_images_dec_2022_fluent_fluentd-v1_15-debian-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:a416f5060b0cb3243f387da91d51af0948a3c275b93d5155ec0d61e02a5efe56
",dh157_research_images_dec_2022_gcc-9_5_0,dh157_research_images_dec_2022_influxdb-2_6_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:870a241bfebd02ea6be466c73f4484cba43d9253a075894c2f23a39aa5cca005
",dh157_research_images_dec_2022_google_cloud-sdk-412_0_0,dh157_research_images_dec_2022_jenkins_inbound-agent-4_10-3,dh157_research_images_dec_2022_jenkins_jenkins-2_382,dh157_research_images_dec_2022_telegraf-1_22_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:fa9b438e48f4d7a186affe9140032e419ec1891e18ab876609b796902498366b
",dh157_research_images_dec_2022_grafana_fluent-bit-plugin-loki-main-785fc2a-amd64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:6be90f1a2d3f1eb115203b6adb2ce1014fab9a9f8f1b2afa31343397063603d3
",dh157_research_images_dec_2022_itisfoundation_catalog-master-github-2022-12-21--14-06_b7b180ccc52bd3d245aaa5f7640d717895f2c9e5,dh157_research_images_dec_2022_itisfoundation_storage-master-github-2022-12-21--14-06_b7b180ccc52bd3d245aaa5f7640d717895f2c9e5,dh157_research_images_dec_2022_itisfoundation_webserver-master-github-2022-12-21--14-06_b7b180ccc52bd3d245aaa5f7640d717895f2c9e5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:13cb14c2acd34e45446a50af25cb05095a17624678dbafbcc9e26086547c1d74
",dh157_research_images_dec_2022_itisfoundation_director-master-github-2022-12-21--12-11_79537769238240542ee76edee3d48c4909f07dc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:764055ebc9a7a290b64d17cf9ea550f1099c202d83795aa967428ebdf335c9f7
",dh157_research_images_dec_2022_itisfoundation_sidecar-release-github-v1_16_2-2021-10-26--05-40_349c2dc3d5779f8cff1e2086c6bea2a276b8bb68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:62a747bf1719d2d37fff5670ed40de6900a95743172de1b4434cb019b56f30b4
",dh157_research_images_dec_2022_jenkins_agent-4_10-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:cb42413394c4059335228c137fe884ff3ab8946a014014309676c25e3ac86864
",dh157_research_images_dec_2022_jenkins_jnlp-agent-maven-jdk11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:47dde6f41d1fcca77df950cac35c7103996a9333244a7406248c9b6898215469
",dh157_research_images_dec_2022_kapacitor-1_5_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:7a5b9c0b4b140d0379ef710a07c3ecf963685b5236e3d0977b1aa96f209f7c5e
",dh157_research_images_dec_2022_kope_dns-controller-1_20_1,dh157_research_images_dec_2022_kope_kops-controller-1_20_1,dh157_research_images_dec_2022_rancher_metrics-server-v0_4_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:fe4c16cbf7a4c70a5462654cf2c8f9f69778db280f235229bd98cf8784e878e4
",dh157_research_images_dec_2022_kope_protokube-1_4_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:7b6f75f8765bbf31140f9649562054f95b9294ed003cb02e4adf456ee87e9c4a
",dh157_research_images_dec_2022_mono-6_12_0_182,dh157_research_images_dec_2022_plone-5_2_9,dh157_research_images_dec_2022_rocket_chat-4_8_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:f3d1c6badec91c053775deb21a1af846ab7a884255ee85c97abead265577122d
",dh157_research_images_dec_2022_openpolicyagent_gatekeeper-v3_10_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:9fce6bd02a21068901a96271d3160c2ce9da9c83c152eeb22312f65226da108c
",dh157_research_images_dec_2022_openpolicyagent_opa-0_46_3-static,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:cf5b3c6798f77b1f78bf4e297b27cfa5b6caa982f04caeb5de7d13c255fd7a1e
",dh157_research_images_dec_2022_puppet_continuous-delivery-for-puppet-enterprise-3_13_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:b5ebffba54d3e3f7fd80435fcdc34c4a96fdb2ecab0f0a298fe08f74c2f69d29
",dh157_research_images_dec_2022_swipl-8_5_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:8fa655db5360a336ddd0256f573e27975628668063732ef91f820d4770db737c
",dh157_research_images_dec_2022_treehouses_couchdb-2_3_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sha256:dbaf71c29b55daa6462457d72028277c3a15ee130593ca8bcc07eeae36c27ec7
",dh157_research_images_dec_2022_vitess_lite-v0_14_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
